created_at,player_name,score,room,game_version,player_color,boons,boon_order
2026-04-06 16:14:07.05873+00,RUNNER,610,5,1.16.10,green,"{""color"":""green"",""order"":""Overcharge Vent,Snipe Shot,Emergency Capacitor,Deep Reserve"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+18 flat charge""},{""icon"":""⚕️"",""name"":""Emergency Capacitor"",""detail"":""+1.5 charge on hit""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""}]}","Overcharge Vent,Snipe Shot,Emergency Capacitor,Deep Reserve"
2026-04-06 01:56:54.370699+00,CHEEZYCHARLIE,8050,20,1.16.10,cyan,"{""color"":""cyan"",""order"":""Deep Reserve,Echo Fire,Long Reach,Critical Hit,Ricochet,Fracture,Snipe Shot,Protective Shield,Rapid Fire,Deep Reserve,Twin Lance,Long Reach,Lifeline,Recover,Resonant Absorb,Recover,Tempered Shield,Homing,Protective Shield"",""picks"":[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""20% crit chance""},{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+33 flat charge""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+26% shot lifespan""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""2 shield plates""},{""icon"":""🛡️+"",""name"":""Tempered Shield"",""detail"":""2-stage shields""},{""icon"":""≋"",""name"":""Resonant Absorb"",""detail"":""Combo absorbs give 1.5× charge""},{""icon"":""♾"",""name"":""Lifeline"",""detail"":""SPENT""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""},{""icon"":""⋔+"",""name"":""Fracture"",""detail"":""Bullets split on wall bounce""}]}","Deep Reserve,Echo Fire,Long Reach,Critical Hit,Ricochet,Fracture,Snipe Shot,Protective Shield,Rapid Fire,Deep Reserve,Twin Lance,Long Reach,Lifeline,Recover,Resonant Absorb,Recover,Tempered Shield,Homing,Protective Shield"
2026-04-06 01:46:03.060462+00,RUNNER,770,5,1.16.10,green,"{""color"":""green"",""order"":""Wider Absorb,Orbit Spheres,Vampiric Return,Sanguine Burst"",""picks"":[{""icon"":""🧲"",""name"":""Wider Absorb"",""detail"":""+12 absorb range""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""1 sphere""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""💀"",""name"":""Sanguine Burst"",""detail"":""Free 6-way burst""}]}","Wider Absorb,Orbit Spheres,Vampiric Return,Sanguine Burst"
2026-04-06 01:45:51.711466+00,JONNYBILLZ,3830,14,1.16.10,purple,"{""color"":""purple"",""order"":""Long Reach,Rapid Fire,Ricochet,Snipe Shot,Fracture,Long Reach,Pierce,Faster Bullets,Twin Lance,Recover,Charge Cap Up,Pierce,Recover"",""picks"":[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 2""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+15% capacity""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+26% shot lifespan""},{""icon"":""⋔+"",""name"":""Fracture"",""detail"":""Bullets split on wall bounce""}]}","Long Reach,Rapid Fire,Ricochet,Snipe Shot,Fracture,Long Reach,Pierce,Faster Bullets,Twin Lance,Recover,Charge Cap Up,Pierce,Recover"
2026-04-06 01:42:33.807071+00,RUNNER,0,1,1.16.10,green,"{""color"":""green"",""order"":"""",""picks"":[]}",
2026-04-06 01:40:28.245058+00,JONNYBILLZ,1830,9,1.16.10,purple,"{""color"":""purple"",""order"":""Homing,Pierce,Quick Harvest,Faster Bullets,Charge Cap Up,Snipe Shot,Volatile Rounds,Critical Hit"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""20% crit chance""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+47% absorb value""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+15% capacity""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""}]}","Homing,Pierce,Quick Harvest,Faster Bullets,Charge Cap Up,Snipe Shot,Volatile Rounds,Critical Hit"
2026-04-06 01:38:47.444364+00,CHEEZYCHARLIE,3880,13,1.16.10,cyan,"{""color"":""cyan"",""order"":""Kinetic Harvest,Snipe Shot,Escalation,Orbit Spheres,Deep Reserve,Overcharge Vent,Chain Magnet,Vampiric Return,Kinetic Harvest,Blood Rush,Recover,Ricochet"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+18 flat charge""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.57 charge/sec while moving""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""1 sphere""},{""icon"":""⤥"",""name"":""Chain Magnet"",""detail"":""500ms double pull""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""🩸→"",""name"":""Blood Rush"",""detail"":""+0 stacks (0% speed)""},{""icon"":""📈"",""name"":""Escalation"",""detail"":""+6% dmg""}]}","Kinetic Harvest,Snipe Shot,Escalation,Orbit Spheres,Deep Reserve,Overcharge Vent,Chain Magnet,Vampiric Return,Kinetic Harvest,Blood Rush,Recover,Ricochet"
2026-04-06 01:38:08.231797+00,WHYNCHU,7105,17,1.16.10,pink,"{""color"":""pink"",""order"":""Orbit Spheres,Homing,Twin Lance,Dense Core,Rapid Fire,Charged Orbs,Room Regen,Critical Hit,Protective Shield,Pierce,Recover,Volatile Rounds,Snipe Shot,Recover,Late Bloom,Tempered Shield"",""picks"":[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""20% crit chance""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""💚"",""name"":""Room Regen"",""detail"":""10 HP per room clear""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""🛡️+"",""name"":""Tempered Shield"",""detail"":""2-stage shields""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""1 sphere""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 1 — ×1.22 dmg, cap: 4""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""},{""icon"":""🌱"",""name"":""Late Bloom"",""detail"":""+0% dmg, -6% speed""},{""icon"":""⚡"",""name"":""Charged Orbs"",""detail"":""Orbs fire shot every 1.8s""}]}","Orbit Spheres,Homing,Twin Lance,Dense Core,Rapid Fire,Charged Orbs,Room Regen,Critical Hit,Protective Shield,Pierce,Recover,Volatile Rounds,Snipe Shot,Recover,Late Bloom,Tempered Shield"
2026-04-06 01:36:48.748453+00,JONNYBILLZ,2290,10,1.16.10,purple,"{""color"":""purple"",""order"":""Armor Weave,Kinetic Harvest,Snipe Shot,Deep Reserve,Snipe Shot,Recover,Twin Lance,Charge Cap Up,Deep Reserve"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 2""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+15% capacity""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+33 flat charge""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.53 charge/sec while moving""},{""icon"":""🧱"",""name"":""Armor Weave"",""detail"":""15% damage reduction""}]}","Armor Weave,Kinetic Harvest,Snipe Shot,Deep Reserve,Snipe Shot,Recover,Twin Lance,Charge Cap Up,Deep Reserve"
2026-04-06 01:32:33.359202+00,JONNYBILLZ,0,1,1.16.10,purple,"{""color"":""purple"",""order"":"""",""picks"":[]}",
2026-04-06 01:31:02.222069+00,WHYNCHU,2240,10,1.16.10,pink,"{""color"":""pink"",""order"":""Late Bloom,Dense Core,Orbit Spheres,Protective Shield,Pierce,Volatile Rounds,Charged Orbs,Volatile Orbs,Long Reach"",""picks"":[{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""1 sphere""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 1 — ×1.22 dmg, cap: 3""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""},{""icon"":""💥"",""name"":""Volatile Orbs"",""detail"":""Orb detonation has shared cooldown""},{""icon"":""🌱"",""name"":""Late Bloom"",""detail"":""+0% dmg, -6% speed""},{""icon"":""⚡"",""name"":""Charged Orbs"",""detail"":""Orbs fire shot every 1.8s""}]}","Late Bloom,Dense Core,Orbit Spheres,Protective Shield,Pierce,Volatile Rounds,Charged Orbs,Volatile Orbs,Long Reach"
2026-04-06 01:23:47.351745+00,CHEEZYCHARLIE,2500,10,1.16.10,cyan,"{""color"":""cyan"",""order"":""Decay Extension,Snipe Shot,Snipe Shot,Echo Fire,Resonant Absorb,Homing,Ricochet,Escalation,Charge Cap Up"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 2""},{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""⏳"",""name"":""Decay Extension"",""detail"":""+1s linger""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+15% capacity""},{""icon"":""≋"",""name"":""Resonant Absorb"",""detail"":""Combo absorbs give 1.5× charge""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""},{""icon"":""📈"",""name"":""Escalation"",""detail"":""+4% dmg""}]}","Decay Extension,Snipe Shot,Snipe Shot,Echo Fire,Resonant Absorb,Homing,Ricochet,Escalation,Charge Cap Up"
2026-04-06 01:19:45.070552+00,CHEEZYCHARLIE,5440,13,1.16.10,cyan,"{""color"":""cyan"",""order"":""Pierce,Vampiric Return,Blood Pact,Critical Hit,Dead Man's Trigger,Homing,Chain Magnet,Wider Absorb,Protective Shield,Escalation,Blood Rush,Volatile Rounds"",""picks"":[{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""20% crit chance""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""🧲"",""name"":""Wider Absorb"",""detail"":""+12 absorb range""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""⤥"",""name"":""Chain Magnet"",""detail"":""500ms double pull""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""🩸+"",""name"":""Blood Pact"",""detail"":""+1 HP per enemy hit (pierce only)""},{""icon"":""☠"",""name"":""Dead Man's Trigger"",""detail"":""At ≤15% HP: ×2 dmg + free pierce""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""},{""icon"":""🩸→"",""name"":""Blood Rush"",""detail"":""+0 stacks (0% speed)""},{""icon"":""📈"",""name"":""Escalation"",""detail"":""+0% dmg""}]}","Pierce,Vampiric Return,Blood Pact,Critical Hit,Dead Man's Trigger,Homing,Chain Magnet,Wider Absorb,Protective Shield,Escalation,Blood Rush,Volatile Rounds"
2026-04-06 00:55:36.366434+00,JONNYBILLZ,1720,8,1.16.10,purple,"{""color"":""purple"",""order"":""Bigger Bullets,Charge Cap Up,Kinetic Harvest,Rapid Fire,Kinetic Harvest,Bigger Bullets,Long Reach"",""picks"":[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""🔵"",""name"":""Bigger Bullets"",""detail"":""Tier 2""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+15% capacity""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.57 charge/sec while moving""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""}]}","Bigger Bullets,Charge Cap Up,Kinetic Harvest,Rapid Fire,Kinetic Harvest,Bigger Bullets,Long Reach"
2026-04-06 00:53:58.091645+00,CHEEZYCHARLIE,9125,19,1.16.10,cyan,"{""color"":""cyan"",""order"":""Critical Hit,Long Reach,Homing,Critical Hit,Escalation,Pierce,Volatile Rounds,Chain Magnet,Kinetic Harvest,Quick Harvest,Overcharge Vent,Deep Reserve,Snipe Shot,Echo Fire,Recover,Kinetic Harvest,Refraction,Snipe Shot"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 2""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""40% crit chance""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+47% absorb value""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+18 flat charge""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.57 charge/sec while moving""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""⤥"",""name"":""Chain Magnet"",""detail"":""500ms double pull""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""},{""icon"":""📈"",""name"":""Escalation"",""detail"":""+6% dmg""},{""icon"":""💡"",""name"":""Refraction"",""detail"":""Cooldown: 0.0s""}]}","Critical Hit,Long Reach,Homing,Critical Hit,Escalation,Pierce,Volatile Rounds,Chain Magnet,Kinetic Harvest,Quick Harvest,Overcharge Vent,Deep Reserve,Snipe Shot,Echo Fire,Recover,Kinetic Harvest,Refraction,Snipe Shot"
2026-04-06 00:51:49.895563+00,JONNYBILLZ,880,6,1.16.10,purple,"{""color"":""purple"",""order"":""Dense Core,Twin Lance,Berserker,Charge Cap Up,Decay Extension"",""picks"":[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 3 - 3.0 SPS""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""⏳"",""name"":""Decay Extension"",""detail"":""+1s linger""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+15% capacity""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 1 — ×1.22 dmg, cap: 5""},{""icon"":""🔴"",""name"":""Berserker"",""detail"":""HP:10, +3 SPS, +30% spd""}]}","Dense Core,Twin Lance,Berserker,Charge Cap Up,Decay Extension"
2026-04-06 00:44:01.99138+00,CHEEZYCHARLIE,4635,14,1.16.10,cyan,"{""color"":""cyan"",""order"":""Long Reach,Pierce,Echo Fire,Resonant Absorb,Deep Reserve,Volatile Rounds,Escalation,Quick Harvest,Refraction,Ricochet,Fracture,Wider Absorb,Vampiric Return"",""picks"":[{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+47% absorb value""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+18 flat charge""},{""icon"":""🧲"",""name"":""Wider Absorb"",""detail"":""+12 absorb range""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""≋"",""name"":""Resonant Absorb"",""detail"":""Combo absorbs give 1.5× charge""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""},{""icon"":""⋔+"",""name"":""Fracture"",""detail"":""Bullets split on wall bounce""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""},{""icon"":""📈"",""name"":""Escalation"",""detail"":""+10% dmg""},{""icon"":""💡"",""name"":""Refraction"",""detail"":""Cooldown: 0.0s""}]}","Long Reach,Pierce,Echo Fire,Resonant Absorb,Deep Reserve,Volatile Rounds,Escalation,Quick Harvest,Refraction,Ricochet,Fracture,Wider Absorb,Vampiric Return"
2026-04-06 00:37:46.718384+00,CHEEZYCHARLIE,2990,11,1.16.10,cyan,"{""color"":""cyan"",""order"":""Quick Harvest,Vampiric Return,Homing,Snipe Shot,Echo Fire,Refraction,Crimson Harvest,Sanguine Burst,Long Reach"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+47% absorb value""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""},{""icon"":""🩸"",""name"":""BLOOD MOON"",""detail"":""Kills: +8 HP, +3 grey bullets""},{""icon"":""🩸+"",""name"":""Crimson Harvest"",""detail"":""Kills drop extra grey bullet""},{""icon"":""💀"",""name"":""Sanguine Burst"",""detail"":""Free 6-way burst""},{""icon"":""💡"",""name"":""Refraction"",""detail"":""Cooldown: 0.0s""},{""icon"":""🩸"",""name"":""BLOOD MOON"",""detail"":""Kills: +8 HP, +3 grey bullets""}]}","Quick Harvest,Vampiric Return,Homing,Snipe Shot,Echo Fire,Refraction,Crimson Harvest,Sanguine Burst,Long Reach"
2026-04-06 00:23:02.100914+00,CHEEZYCHARLIE,3695,13,1.16.10,cyan,"{""color"":""cyan"",""order"":""Quick Harvest,Escalation,Charge Cap Up,Chain Magnet,Protective Shield,Snipe Shot,Faster Bullets,Recover,Echo Fire,Deep Reserve,Refraction,Snipe Shot"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 2""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+47% absorb value""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+15% capacity""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+18 flat charge""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""⤥"",""name"":""Chain Magnet"",""detail"":""500ms double pull""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""},{""icon"":""📈"",""name"":""Escalation"",""detail"":""+2% dmg""},{""icon"":""💡"",""name"":""Refraction"",""detail"":""Cooldown: 0.0s""}]}","Quick Harvest,Escalation,Charge Cap Up,Chain Magnet,Protective Shield,Snipe Shot,Faster Bullets,Recover,Echo Fire,Deep Reserve,Refraction,Snipe Shot"
2026-04-06 00:10:28.617836+00,CHEEZYCHARLIE,7605,19,1.16.10,cyan,"{""color"":""cyan"",""order"":""Faster Bullets,Orbit Spheres,Orbit Spheres,Deep Reserve,Charged Orbs,Absorb Orbs,Pierce,Volatile Rounds,Quick Harvest,Critical Hit,Volatile Orbs,Recover,Long Reach,Orbit Spheres,Resonant Absorb,Escalation,Kinetic Harvest,Charge Cap Up"",""picks"":[{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""20% crit chance""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+47% absorb value""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+15% capacity""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+18 flat charge""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.53 charge/sec while moving""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""3 spheres""},{""icon"":""≋"",""name"":""Resonant Absorb"",""detail"":""Combo absorbs give 1.5× charge""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""},{""icon"":""💥"",""name"":""Volatile Orbs"",""detail"":""Orb detonation has shared cooldown""},{""icon"":""📈"",""name"":""Escalation"",""detail"":""+14% dmg""},{""icon"":""⚡"",""name"":""Charged Orbs"",""detail"":""Orbs fire shot every 1.8s""},{""icon"":""🌀"",""name"":""Absorb Orbs"",""detail"":""Orbs absorb nearby grey bullets""}]}","Faster Bullets,Orbit Spheres,Orbit Spheres,Deep Reserve,Charged Orbs,Absorb Orbs,Pierce,Volatile Rounds,Quick Harvest,Critical Hit,Volatile Orbs,Recover,Long Reach,Orbit Spheres,Resonant Absorb,Escalation,Kinetic Harvest,Charge Cap Up"
2026-04-05 23:14:23.672525+00,CHEEZYCHARLIE,34535,39,1.16.10,cyan,"{""color"":""cyan"",""order"":""Twin Lance,Resonant Absorb,Long Reach,Rapid Fire,Chain Magnet,Critical Hit,Vampiric Return,Quick Harvest,Ricochet,Fracture,Deep Reserve,Escalation,Recover,Pierce,Chain Magnet,Kinetic Harvest,Long Reach,Snipe Shot,Faster Bullets,Homing,Recover,Decay Extension,Snipe Shot,Predator's Instinct,Blood Rush,Deep Reserve,Volatile Rounds,Protective Shield,Snipe Shot,Barrier Pulse,Critical Hit,Swift Ward,Kinetic Harvest,MINI,Recover,Late Bloom,Crimson Harvest,Extra Life"",""picks"":[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 1 - 1.0 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 3""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""40% crit chance""},{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+47% absorb value""},{""icon"":""⏳"",""name"":""Decay Extension"",""detail"":""+1s linger""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+33 flat charge""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.57 charge/sec while moving""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+26% shot lifespan""},{""icon"":""◉"",""name"":""Extra Life"",""detail"":""Tier 1""},{""icon"":""·"",""name"":""MINI"",""detail"":""50% smaller, 25% less max HP""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""⬡"",""name"":""Barrier Pulse"",""detail"":""+1.5 charge + magnet on break""},{""icon"":""⚡🛡️"",""name"":""Swift Ward"",""detail"":""Shields recharge in 3.5s""},{""icon"":""≋"",""name"":""Resonant Absorb"",""detail"":""Combo absorbs give 1.5× charge""},{""icon"":""⤥"",""name"":""Chain Magnet"",""detail"":""750ms double pull""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""🐺"",""name"":""Predator's Instinct"",""detail"":""Kill streak: +140% damage (max +100%)""},{""icon"":""⋔+"",""name"":""Fracture"",""detail"":""Bullets split on wall bounce""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""},{""icon"":""🩸→"",""name"":""Blood Rush"",""detail"":""+5 stacks (40% speed)""},{""icon"":""🩸+"",""name"":""Crimson Harvest"",""detail"":""Kills drop extra grey bullet""},{""icon"":""🌱"",""name"":""Late Bloom"",""detail"":""+10% dmg, -6% speed""},{""icon"":""📈"",""name"":""Escalation"",""detail"":""+14% dmg""}]}","Twin Lance,Resonant Absorb,Long Reach,Rapid Fire,Chain Magnet,Critical Hit,Vampiric Return,Quick Harvest,Ricochet,Fracture,Deep Reserve,Escalation,Recover,Pierce,Chain Magnet,Kinetic Harvest,Long Reach,Snipe Shot,Faster Bullets,Homing,Recover,Decay Extension,Snipe Shot,Predator's Instinct,Blood Rush,Deep Reserve,Volatile Rounds,Protective Shield,Snipe Shot,Barrier Pulse,Critical Hit,Swift Ward,Kinetic Harvest,MINI,Recover,Late Bloom,Crimson Harvest,Extra Life"
